batch,loss,accuracy
606,"tensor(2.7814, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
607,"tensor(2.7211, device='cuda:0', grad_fn=<NllLossBackward0>)",0.358
608,"tensor(2.8305, device='cuda:0', grad_fn=<NllLossBackward0>)",0.344
609,"tensor(2.8518, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
610,"tensor(2.8507, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
611,"tensor(2.7646, device='cuda:0', grad_fn=<NllLossBackward0>)",0.353
612,"tensor(2.7763, device='cuda:0', grad_fn=<NllLossBackward0>)",0.341
613,"tensor(2.9401, device='cuda:0', grad_fn=<NllLossBackward0>)",0.3
614,"tensor(2.8974, device='cuda:0', grad_fn=<NllLossBackward0>)",0.306
615,"tensor(2.9598, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
616,"tensor(2.9099, device='cuda:0', grad_fn=<NllLossBackward0>)",0.31
617,"tensor(2.8456, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
618,"tensor(2.7558, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
619,"tensor(2.7972, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
620,"tensor(2.8157, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
621,"tensor(2.8624, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
622,"tensor(2.8837, device='cuda:0', grad_fn=<NllLossBackward0>)",0.345
623,"tensor(2.8525, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
624,"tensor(2.8694, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
625,"tensor(2.7812, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
626,"tensor(2.7581, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
627,"tensor(2.8617, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
628,"tensor(2.7590, device='cuda:0', grad_fn=<NllLossBackward0>)",0.34
629,"tensor(2.8269, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
630,"tensor(2.7419, device='cuda:0', grad_fn=<NllLossBackward0>)",0.32
631,"tensor(2.7876, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
632,"tensor(2.9320, device='cuda:0', grad_fn=<NllLossBackward0>)",0.311
633,"tensor(2.8904, device='cuda:0', grad_fn=<NllLossBackward0>)",0.307
634,"tensor(2.6926, device='cuda:0', grad_fn=<NllLossBackward0>)",0.361
635,"tensor(2.7809, device='cuda:0', grad_fn=<NllLossBackward0>)",0.353
636,"tensor(2.8944, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
637,"tensor(2.8311, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
638,"tensor(2.9006, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
639,"tensor(2.8797, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
640,"tensor(2.7633, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
641,"tensor(2.8619, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
642,"tensor(2.7582, device='cuda:0', grad_fn=<NllLossBackward0>)",0.344
643,"tensor(2.8011, device='cuda:0', grad_fn=<NllLossBackward0>)",0.351
644,"tensor(2.7927, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
645,"tensor(2.9058, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
646,"tensor(2.7397, device='cuda:0', grad_fn=<NllLossBackward0>)",0.346
647,"tensor(2.7119, device='cuda:0', grad_fn=<NllLossBackward0>)",0.368
648,"tensor(2.8367, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
649,"tensor(2.9687, device='cuda:0', grad_fn=<NllLossBackward0>)",0.307
650,"tensor(3.0495, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
651,"tensor(2.8418, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
652,"tensor(2.8079, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
653,"tensor(2.7162, device='cuda:0', grad_fn=<NllLossBackward0>)",0.343
654,"tensor(2.8487, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
655,"tensor(2.7665, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
656,"tensor(2.7743, device='cuda:0', grad_fn=<NllLossBackward0>)",0.341
657,"tensor(2.8608, device='cuda:0', grad_fn=<NllLossBackward0>)",0.33
658,"tensor(2.7969, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
659,"tensor(2.7351, device='cuda:0', grad_fn=<NllLossBackward0>)",0.343
660,"tensor(2.8014, device='cuda:0', grad_fn=<NllLossBackward0>)",0.357
661,"tensor(2.8658, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
662,"tensor(2.8981, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
663,"tensor(2.7160, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
664,"tensor(2.7589, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
665,"tensor(2.7736, device='cuda:0', grad_fn=<NllLossBackward0>)",0.34
666,"tensor(2.7953, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
667,"tensor(2.8285, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
668,"tensor(2.8405, device='cuda:0', grad_fn=<NllLossBackward0>)",0.344
669,"tensor(2.8240, device='cuda:0', grad_fn=<NllLossBackward0>)",0.351
670,"tensor(2.7956, device='cuda:0', grad_fn=<NllLossBackward0>)",0.311
671,"tensor(2.7954, device='cuda:0', grad_fn=<NllLossBackward0>)",0.33
672,"tensor(2.7903, device='cuda:0', grad_fn=<NllLossBackward0>)",0.355
673,"tensor(2.7035, device='cuda:0', grad_fn=<NllLossBackward0>)",0.351
674,"tensor(2.7626, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
675,"tensor(2.9017, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
676,"tensor(2.7757, device='cuda:0', grad_fn=<NllLossBackward0>)",0.356
677,"tensor(2.9318, device='cuda:0', grad_fn=<NllLossBackward0>)",0.289
678,"tensor(2.9042, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
679,"tensor(2.9249, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
680,"tensor(2.7982, device='cuda:0', grad_fn=<NllLossBackward0>)",0.347
681,"tensor(3.0327, device='cuda:0', grad_fn=<NllLossBackward0>)",0.323
682,"tensor(2.8891, device='cuda:0', grad_fn=<NllLossBackward0>)",0.323
683,"tensor(2.9508, device='cuda:0', grad_fn=<NllLossBackward0>)",0.343
684,"tensor(2.8947, device='cuda:0', grad_fn=<NllLossBackward0>)",0.341
685,"tensor(2.8422, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
686,"tensor(3.0052, device='cuda:0', grad_fn=<NllLossBackward0>)",0.306
687,"tensor(2.8472, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
688,"tensor(2.9150, device='cuda:0', grad_fn=<NllLossBackward0>)",0.344
689,"tensor(2.9770, device='cuda:0', grad_fn=<NllLossBackward0>)",0.303
690,"tensor(2.8308, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
691,"tensor(2.9785, device='cuda:0', grad_fn=<NllLossBackward0>)",0.316
692,"tensor(2.6995, device='cuda:0', grad_fn=<NllLossBackward0>)",0.366
693,"tensor(2.6981, device='cuda:0', grad_fn=<NllLossBackward0>)",0.35
694,"tensor(2.8414, device='cuda:0', grad_fn=<NllLossBackward0>)",0.34
695,"tensor(2.7942, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
696,"tensor(2.8256, device='cuda:0', grad_fn=<NllLossBackward0>)",0.344
697,"tensor(2.9046, device='cuda:0', grad_fn=<NllLossBackward0>)",0.314
698,"tensor(2.6903, device='cuda:0', grad_fn=<NllLossBackward0>)",0.346
699,"tensor(2.8507, device='cuda:0', grad_fn=<NllLossBackward0>)",0.304
700,"tensor(2.8021, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
701,"tensor(2.8563, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
702,"tensor(2.9025, device='cuda:0', grad_fn=<NllLossBackward0>)",0.32
703,"tensor(3.0424, device='cuda:0', grad_fn=<NllLossBackward0>)",0.298
704,"tensor(2.6913, device='cuda:0', grad_fn=<NllLossBackward0>)",0.365
705,"tensor(2.8106, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
706,"tensor(2.8170, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
707,"tensor(2.8777, device='cuda:0', grad_fn=<NllLossBackward0>)",0.305
708,"tensor(2.8718, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
709,"tensor(2.8750, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
710,"tensor(2.8949, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
711,"tensor(2.7384, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
712,"tensor(2.9274, device='cuda:0', grad_fn=<NllLossBackward0>)",0.299
713,"tensor(2.7621, device='cuda:0', grad_fn=<NllLossBackward0>)",0.35
714,"tensor(2.9069, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
715,"tensor(2.6596, device='cuda:0', grad_fn=<NllLossBackward0>)",0.369
716,"tensor(2.8441, device='cuda:0', grad_fn=<NllLossBackward0>)",0.36
717,"tensor(2.7524, device='cuda:0', grad_fn=<NllLossBackward0>)",0.341
718,"tensor(2.9939, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
719,"tensor(2.8744, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
720,"tensor(2.8710, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
721,"tensor(2.8254, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
722,"tensor(2.8974, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
723,"tensor(2.8692, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
724,"tensor(2.8873, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
725,"tensor(2.7932, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
726,"tensor(2.9610, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
727,"tensor(3.0013, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
728,"tensor(2.8398, device='cuda:0', grad_fn=<NllLossBackward0>)",0.31
729,"tensor(2.7954, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
730,"tensor(2.9386, device='cuda:0', grad_fn=<NllLossBackward0>)",0.301
731,"tensor(2.9833, device='cuda:0', grad_fn=<NllLossBackward0>)",0.311
732,"tensor(3.0028, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
733,"tensor(2.9220, device='cuda:0', grad_fn=<NllLossBackward0>)",0.32
734,"tensor(3.0935, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
735,"tensor(2.8951, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
736,"tensor(2.8883, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
737,"tensor(2.9830, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
738,"tensor(2.8686, device='cuda:0', grad_fn=<NllLossBackward0>)",0.33
739,"tensor(2.9715, device='cuda:0', grad_fn=<NllLossBackward0>)",0.303
740,"tensor(2.9394, device='cuda:0', grad_fn=<NllLossBackward0>)",0.308
741,"tensor(2.9357, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
742,"tensor(2.9262, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
743,"tensor(2.9003, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
744,"tensor(2.7599, device='cuda:0', grad_fn=<NllLossBackward0>)",0.35
745,"tensor(3.0029, device='cuda:0', grad_fn=<NllLossBackward0>)",0.293
746,"tensor(2.9122, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
747,"tensor(2.9296, device='cuda:0', grad_fn=<NllLossBackward0>)",0.308
748,"tensor(3.0185, device='cuda:0', grad_fn=<NllLossBackward0>)",0.301
749,"tensor(3.0074, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
750,"tensor(2.8890, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
751,"tensor(2.9778, device='cuda:0', grad_fn=<NllLossBackward0>)",0.33
752,"tensor(2.7939, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
753,"tensor(2.9091, device='cuda:0', grad_fn=<NllLossBackward0>)",0.34
754,"tensor(2.7912, device='cuda:0', grad_fn=<NllLossBackward0>)",0.346
755,"tensor(2.9078, device='cuda:0', grad_fn=<NllLossBackward0>)",0.323
756,"tensor(2.9279, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
757,"tensor(2.9881, device='cuda:0', grad_fn=<NllLossBackward0>)",0.294
758,"tensor(2.7862, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
759,"tensor(2.9576, device='cuda:0', grad_fn=<NllLossBackward0>)",0.347
760,"tensor(2.9105, device='cuda:0', grad_fn=<NllLossBackward0>)",0.323
761,"tensor(2.9596, device='cuda:0', grad_fn=<NllLossBackward0>)",0.312
762,"tensor(2.7720, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
763,"tensor(2.8742, device='cuda:0', grad_fn=<NllLossBackward0>)",0.33
764,"tensor(2.8740, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
765,"tensor(2.8244, device='cuda:0', grad_fn=<NllLossBackward0>)",0.345
766,"tensor(2.9575, device='cuda:0', grad_fn=<NllLossBackward0>)",0.302
767,"tensor(2.9840, device='cuda:0', grad_fn=<NllLossBackward0>)",0.302
768,"tensor(3.0187, device='cuda:0', grad_fn=<NllLossBackward0>)",0.305
769,"tensor(2.7532, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
770,"tensor(2.6879, device='cuda:0', grad_fn=<NllLossBackward0>)",0.353
771,"tensor(2.8130, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
772,"tensor(2.9704, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
773,"tensor(2.9162, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
774,"tensor(2.9381, device='cuda:0', grad_fn=<NllLossBackward0>)",0.31
775,"tensor(2.9343, device='cuda:0', grad_fn=<NllLossBackward0>)",0.33
776,"tensor(2.9954, device='cuda:0', grad_fn=<NllLossBackward0>)",0.302
777,"tensor(2.9577, device='cuda:0', grad_fn=<NllLossBackward0>)",0.32
778,"tensor(2.9224, device='cuda:0', grad_fn=<NllLossBackward0>)",0.322
779,"tensor(2.7406, device='cuda:0', grad_fn=<NllLossBackward0>)",0.357
780,"tensor(2.7150, device='cuda:0', grad_fn=<NllLossBackward0>)",0.345
781,"tensor(3.0029, device='cuda:0', grad_fn=<NllLossBackward0>)",0.333
782,"tensor(2.8168, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
783,"tensor(2.9630, device='cuda:0', grad_fn=<NllLossBackward0>)",0.333
784,"tensor(2.9398, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
785,"tensor(2.9583, device='cuda:0', grad_fn=<NllLossBackward0>)",0.315
786,"tensor(2.9722, device='cuda:0', grad_fn=<NllLossBackward0>)",0.314
787,"tensor(2.9728, device='cuda:0', grad_fn=<NllLossBackward0>)",0.303
788,"tensor(2.9849, device='cuda:0', grad_fn=<NllLossBackward0>)",0.307
789,"tensor(2.9313, device='cuda:0', grad_fn=<NllLossBackward0>)",0.289
790,"tensor(2.8559, device='cuda:0', grad_fn=<NllLossBackward0>)",0.347
791,"tensor(2.8651, device='cuda:0', grad_fn=<NllLossBackward0>)",0.352
792,"tensor(3.0166, device='cuda:0', grad_fn=<NllLossBackward0>)",0.299
793,"tensor(2.9234, device='cuda:0', grad_fn=<NllLossBackward0>)",0.33
794,"tensor(3.0611, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
795,"tensor(2.9846, device='cuda:0', grad_fn=<NllLossBackward0>)",0.312
796,"tensor(2.9503, device='cuda:0', grad_fn=<NllLossBackward0>)",0.312
797,"tensor(3.0424, device='cuda:0', grad_fn=<NllLossBackward0>)",0.302
798,"tensor(2.9338, device='cuda:0', grad_fn=<NllLossBackward0>)",0.309
799,"tensor(2.9489, device='cuda:0', grad_fn=<NllLossBackward0>)",0.313
800,"tensor(2.9067, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
801,"tensor(3.0745, device='cuda:0', grad_fn=<NllLossBackward0>)",0.307
802,"tensor(2.8969, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
803,"tensor(2.9317, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
804,"tensor(2.8002, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
805,"tensor(2.9431, device='cuda:0', grad_fn=<NllLossBackward0>)",0.306
806,"tensor(2.7700, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
807,"tensor(2.9057, device='cuda:0', grad_fn=<NllLossBackward0>)",0.323
808,"tensor(2.7773, device='cuda:0', grad_fn=<NllLossBackward0>)",0.352
809,"tensor(3.0800, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
810,"tensor(2.8272, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
811,"tensor(2.8095, device='cuda:0', grad_fn=<NllLossBackward0>)",0.329
812,"tensor(2.9476, device='cuda:0', grad_fn=<NllLossBackward0>)",0.324
813,"tensor(2.9147, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
814,"tensor(2.8973, device='cuda:0', grad_fn=<NllLossBackward0>)",0.308
815,"tensor(2.9185, device='cuda:0', grad_fn=<NllLossBackward0>)",0.297
816,"tensor(2.9804, device='cuda:0', grad_fn=<NllLossBackward0>)",0.288
817,"tensor(2.9019, device='cuda:0', grad_fn=<NllLossBackward0>)",0.33
818,"tensor(3.0291, device='cuda:0', grad_fn=<NllLossBackward0>)",0.314
819,"tensor(2.8177, device='cuda:0', grad_fn=<NllLossBackward0>)",0.34
820,"tensor(2.9587, device='cuda:0', grad_fn=<NllLossBackward0>)",0.305
821,"tensor(2.9304, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
822,"tensor(2.8954, device='cuda:0', grad_fn=<NllLossBackward0>)",0.323
823,"tensor(2.8217, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
824,"tensor(2.9918, device='cuda:0', grad_fn=<NllLossBackward0>)",0.304
825,"tensor(2.9612, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
826,"tensor(2.8613, device='cuda:0', grad_fn=<NllLossBackward0>)",0.341
827,"tensor(3.0888, device='cuda:0', grad_fn=<NllLossBackward0>)",0.287
828,"tensor(2.9298, device='cuda:0', grad_fn=<NllLossBackward0>)",0.356
829,"tensor(2.9515, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
830,"tensor(2.9623, device='cuda:0', grad_fn=<NllLossBackward0>)",0.332
831,"tensor(2.9138, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
832,"tensor(2.9884, device='cuda:0', grad_fn=<NllLossBackward0>)",0.341
833,"tensor(2.7692, device='cuda:0', grad_fn=<NllLossBackward0>)",0.346
834,"tensor(2.8534, device='cuda:0', grad_fn=<NllLossBackward0>)",0.354
835,"tensor(2.8636, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
836,"tensor(2.9876, device='cuda:0', grad_fn=<NllLossBackward0>)",0.308
837,"tensor(3.0288, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
838,"tensor(3.0941, device='cuda:0', grad_fn=<NllLossBackward0>)",0.302
839,"tensor(2.7981, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
840,"tensor(2.8602, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
841,"tensor(2.9720, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
842,"tensor(2.8599, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
843,"tensor(2.9560, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
844,"tensor(2.9360, device='cuda:0', grad_fn=<NllLossBackward0>)",0.308
845,"tensor(2.8614, device='cuda:0', grad_fn=<NllLossBackward0>)",0.314
846,"tensor(2.9768, device='cuda:0', grad_fn=<NllLossBackward0>)",0.323
847,"tensor(2.9881, device='cuda:0', grad_fn=<NllLossBackward0>)",0.303
848,"tensor(2.9090, device='cuda:0', grad_fn=<NllLossBackward0>)",0.35
849,"tensor(2.9212, device='cuda:0', grad_fn=<NllLossBackward0>)",0.309
850,"tensor(2.8054, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
851,"tensor(2.7717, device='cuda:0', grad_fn=<NllLossBackward0>)",0.346
852,"tensor(2.8809, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
853,"tensor(2.8365, device='cuda:0', grad_fn=<NllLossBackward0>)",0.345
854,"tensor(2.7054, device='cuda:0', grad_fn=<NllLossBackward0>)",0.357
855,"tensor(2.8808, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
856,"tensor(2.8295, device='cuda:0', grad_fn=<NllLossBackward0>)",0.352
857,"tensor(3.0671, device='cuda:0', grad_fn=<NllLossBackward0>)",0.314
858,"tensor(2.9683, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
859,"tensor(2.8251, device='cuda:0', grad_fn=<NllLossBackward0>)",0.331
860,"tensor(2.9510, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
861,"tensor(3.1176, device='cuda:0', grad_fn=<NllLossBackward0>)",0.293
862,"tensor(2.8824, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
863,"tensor(2.7236, device='cuda:0', grad_fn=<NllLossBackward0>)",0.371
864,"tensor(2.9639, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
865,"tensor(2.9116, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
866,"tensor(2.8485, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
867,"tensor(2.9548, device='cuda:0', grad_fn=<NllLossBackward0>)",0.303
868,"tensor(2.9234, device='cuda:0', grad_fn=<NllLossBackward0>)",0.327
869,"tensor(2.8148, device='cuda:0', grad_fn=<NllLossBackward0>)",0.337
870,"tensor(3.0110, device='cuda:0', grad_fn=<NllLossBackward0>)",0.31
871,"tensor(3.0143, device='cuda:0', grad_fn=<NllLossBackward0>)",0.301
872,"tensor(2.9952, device='cuda:0', grad_fn=<NllLossBackward0>)",0.314
873,"tensor(2.8072, device='cuda:0', grad_fn=<NllLossBackward0>)",0.359
874,"tensor(2.8469, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
875,"tensor(2.9447, device='cuda:0', grad_fn=<NllLossBackward0>)",0.335
876,"tensor(2.9099, device='cuda:0', grad_fn=<NllLossBackward0>)",0.317
877,"tensor(2.9903, device='cuda:0', grad_fn=<NllLossBackward0>)",0.315
878,"tensor(2.8610, device='cuda:0', grad_fn=<NllLossBackward0>)",0.336
879,"tensor(2.9560, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
880,"tensor(2.7805, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
881,"tensor(2.9154, device='cuda:0', grad_fn=<NllLossBackward0>)",0.328
882,"tensor(2.8827, device='cuda:0', grad_fn=<NllLossBackward0>)",0.314
883,"tensor(2.8212, device='cuda:0', grad_fn=<NllLossBackward0>)",0.318
884,"tensor(2.9159, device='cuda:0', grad_fn=<NllLossBackward0>)",0.341
885,"tensor(2.8876, device='cuda:0', grad_fn=<NllLossBackward0>)",0.306
886,"tensor(2.8795, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
887,"tensor(2.9037, device='cuda:0', grad_fn=<NllLossBackward0>)",0.319
888,"tensor(2.9301, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
889,"tensor(2.9272, device='cuda:0', grad_fn=<NllLossBackward0>)",0.334
890,"tensor(2.8252, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
891,"tensor(2.9132, device='cuda:0', grad_fn=<NllLossBackward0>)",0.297
892,"tensor(2.7154, device='cuda:0', grad_fn=<NllLossBackward0>)",0.372
893,"tensor(2.9588, device='cuda:0', grad_fn=<NllLossBackward0>)",0.321
894,"tensor(2.8210, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
895,"tensor(2.8723, device='cuda:0', grad_fn=<NllLossBackward0>)",0.338
896,"tensor(2.9990, device='cuda:0', grad_fn=<NllLossBackward0>)",0.301
897,"tensor(2.8706, device='cuda:0', grad_fn=<NllLossBackward0>)",0.326
898,"tensor(2.9885, device='cuda:0', grad_fn=<NllLossBackward0>)",0.325
